date,type,registration,operator,fatalities,location,damage,detail_url,aircraft_category,type_code,time,msn,engine_model,fatalities_detail,other_fatalities,category,phase,nature,departure_airport,destination_airport,narrative
9 Jul 1995,ATR 72-212,N440AM,Simmons Airlines,0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",min,https://aviation-safety.net/wikibase/358688,ATR 72 (all series),_AT72,21:09 LT,440,P&W PW127,Fatalities: 0 / Occupants: 65,0,Serious incident,Initial climb,Unknown,"Chicago-O'Hare International Airport, IL (ORD/KORD)","South Bend, IN (KSBN)","THE MAIN PASSENGER CABIN DOOR OPENED SHORTLY AFTER TAKEOFF AT APPROXIMATELY 800 FEET AGL. THE AIRPLANE RETURNED TO THE AIRPORT, AND THE DOOR SEPARATED FROM THE AIRPLANE WHILE IT WAS ON FINAL APPROACH. ALL INDICATIONS ARE THAT THE DOOR WAS CLOSED AND LOCKED PRIOR TO TAKEOFF. THE LACK OF DAMAGE INDICATES THE DOOR WAS UNLOCKED/UNLATCHED WHEN IT OPENED. THE AIRPLANE HAD A NEWLY DESIGNED HANDRAIL/DOOR HANDLE INSTALLED WHICH REVERSED THE DIRECTION OF MOTION TO LOCK AND UNLOCK THE DOOR. FOURTEEN AIRPLANES IN THE FLEET INCORPORATED THIS DESIGN. THE NEWLY HIRED #1 FLIGHT ATTENDANT HAD OPERATED THIS HANDLE ON 16 OF HER 60 FLIGHTS SINCE BEING HIRED. SHE HAD BEEN ON DUTY ABOUT 14.5 HOURS ON THE DAY OF THE INCIDENT WITH ONLY 5 HOURS OF SLEEP THE PREVIOUS NIGHT DUE TO HER FLIGHT SCHEDULE. SHE STATED THERE WAS A VERY LOUD 'HUMMING NOISE' COMING FROM THE DOOR PRIOR TO IT OPENING.

Probable Cause: the flight attendant's failure to follow procedures which resulted in her inadvertently opening the main cabin door in flight. Factors associated with the incident were: the flight attendant's fatigue due to lack of sleep and a long duty day, interference with habit regarding the direction of motion of the door locking handle, and inadequate design of the door locking handle by the manufacturer.


Accident investigation:
	
 	 
Investigating agency: 	NTSB
Report number: 	CHI95IA215
Status:	Investigation completed
Duration:	8 months
Download report:	 Final report"
6 Sep 1995,ATR 72-212,N414WF,Simmons Airlines,0,"Chicago, IL",min,https://aviation-safety.net/wikibase/358307,ATR 72 (all series),_AT72,09:18 LT,414,P&W PW127,Fatalities: 0 / Occupants: 18,0,Serious incident,En route,Unknown,", IL (KORD)",,"The airplane was on its first flight of the day after engine fuel system maintenance. While climbing through 7500 feet, the fire warning system activated. The flight crew extinguished the fire, secured the engine, and returned to the departure airport. Examination of the engine revealed that a fuel leak had occurred at the #7 and #8 fuel manifold nozzle transfer tubes. The fuel manifold transfer tube locking plates for the #7 and #8 nozzle assemblies were found improperly installed, and the respective 'O' rings were found to be cut and scratched. Also, the engine's overboard (fuel/oil) drain line was found to be about 99% blocked with a carbon-like material. Additionally, the engine's fuel manifold and turbine support case drain lines were noted to be positioned directly opposite each other within the drain manifold. The drain line's turbine support case fitting had an oversized and offset, crush gasket. The nacelle's interior had a flame discolored area directly below this fitting.

Probable Cause: improper installation of the #7 and #8 fuel nozzle manifold transfer tubes by company maintenance personnel, and an inadequate exhaust drain fitting gasket, which resulted in fuel leaks at the respective 'O' ring/gasket fittings; blockage of the fuel/oil drain manifold; and subsequent fire in the engine compartment.


Accident investigation:
	
 	 
Investigating agency: 	NTSB
Report number: 	CHI95IA313
Status:	Investigation completed
Duration:	1 year
Download report:	 Final report"
24 Oct 1995,ATR 72-212,N263AT,Simmons Airlines,0,"Dfw Airport, TX",min,https://aviation-safety.net/wikibase/358102,ATR 72 (all series),_AT72,15:24 LT,263,P&W PW127-TM,Fatalities: 0 / Occupants: 68,0,Serious incident,En route,Unknown,"Oklahoma City, OK","Dallas/ft Worth, TX","During normal cruise, the left engine experienced a 20% loss of torque. The crew was informed by company maintenance personnel that they might be experiencing a possible fuel nozzle leak on that engine. The #1 engine fire warning light illuminated, and the fire horn activated. The captain secured the engine and discharged the #1 fire suppression agent. Immediately following the discharge, the associated warning lights on the fire handle and condition lever extinguished. An uneventful single engine landing was completed and the passengers deplaned without further incident. Evidence of thermal damage was found in the aft section of the engine in the area of the lower turbine support case. Examination of the system revealed that 3 of the 144 'O' rings associated with the 14-nozzle fuel system were deteriorated or damaged. Also, during the investigation, testing at the engine manufacturer's facility revealed that the inside diameter of the copper gasket used at the fuel drain nipple was 30 to 40% larger than required. This resulted in misalignment and a leak at the fitting.

Probable Cause: 'O' ring failure in the fuel line to the left engine nozzle assemblies, which resulted in a fuel line leak and a left engine compartment fire.


Accident investigation:
	
 	 
Investigating agency: 	NTSB
Report number: 	FTW96IA024
Status:	Investigation completed
Duration:	8 months
Download report:	 Final report"
16 Feb 1997,ATR 72-202,G-BVTJ,"British Airways Express, opb CityFlyer Express",0,Near Liverpool,min,https://aviation-safety.net/wikibase/494055,ATR 72 (all series),_AT72,13:50,342,P&W Canada PW124B,Fatalities: 0 / Occupants: 70,0,,En route,Passenger - Scheduled,Dublin Airport (DUB/EIDW),London-Gatwick Airport (LGW/EGKK),"During a previous flight on 19 December 1996 and whilst in the cruise , acrid smoke and fumes affected the flight deck causing the crew to transmit a 'Pan' call before making a precautionary descent and diversion into Bristol Airport. The smoke drill was actioned by the crew and, during the descent, the fumes dissipated and the aircraft landed safely. Subsequent engineering inspection of the air conditioning system failed to find any evidence of oil ingress, burning or smoke damage. Since level 2 anti-icing had been in use at the time of the incident, the engines were ground run at 80% torque for some 2 minutes. However, no signs of overheating or smoke were observed
and the aircraft was therefore released back to service, with no attendant recurrence of the fault.
However, on 16 February 1997 the aircraft was returning from Dublin to London Gatwick when traces of smoke, accompanied by pungent fumes, again appeared on the flight deck. At about this time, the cabin staff reported that there was smoke in the centre area of the cabin, around seat row 6, and that the cabin walls in this area were 'hot'. The commander declared an emergency and diverted into Liverpool. After subsequent inspection the aircraft was cleared for a flight to Gatwick Airport where more detailed engineering checks could be carried out. Following arrival at Gatwick a problem was identified with the No 1 air conditioning recirculation fan/control circuit where a
relay, positioned beneath row 6 in the passenger cabin, was found to show evidence of electrical arcing and overheating. Overheating damage was also evident on the cabin air recirculation fan motor. This unit was removed from the aircraft and sent to the manufacturer for inspection and rectification, and a report has been requested by the AAIB.


Accident investigation:
	
 	 
Investigating agency: 	AAIB
Report number: 	
Status:	Investigation completed
Duration:	
Download report:	 Final report"
14 Jun 1997,ATR 72-212,N438AT,Simmons Airlines,0,"Dallas, TX",min,https://aviation-safety.net/wikibase/355747,ATR 72 (all series),_AT72,17:25 LT,438,P&W PW-127,Fatalities: 0 / Occupants: 32,0,Serious incident,Unknown,Unknown,"Houston-William P. Hobby Airport, TX (HOU/KHOU)",(KDFW),"The ATR-72-12 transport airplane was at 5,000 feet MSL when the #2 engine fire warning light illuminated. After shutting down the #2 engine and actuating the fire extinguishing system, the crew executed a single engine landing followed by a normal taxi to the ramp and normal passenger debarkation. Inspection of the P&W 127 series engine showed that a fuel transfer tube adjacent to the #2 nozzle was misaligned and 'backed out' of its retaining clip. Fuel streaking and fire damage were evident down the right side of the engine from the #2 nozzle downward along the fuel nozzle ring assembly. The incident occurred 3.4 hours after the fuel nozzles, retaining clips, and transfer tubes were replaced during maintenance on the #2 engine. The engine manufacturer had published several service bulletins addressing the potential of incorrectly installing the retaining clips and recommending that existing clips be replaced with stronger lock plates that provide a positive locking mechanism to avoid misalignment during installation. The manufacturer issued a Service Bulletin in October 1994 and Transport Canada issued an AD in November 1996, both citing how the retaining clips could be installed 'out of position' and recommending that operators use the newer lock plate. The FAA had published a Notice of Proposed Rulemaking (NPRM) on July 17, 1995, addressing the aforementioned issues. FAA AD 98-14-02 was published in the Federal Register on July 1, 1998. The AD was similar to the Canadian AD issued on November 19, 1996.

Probable Cause: the engine fire during descent resulting from a loose, leaking fuel transfer tube due to improper installation and alignment of the transfer tube's retaining clip. Contributing factors were the inadequate design of the clamp, the failure of the operator to comply with the recommendations of the manufacturer's Service Bulletin (SB), and the failure of the FAA to issue an Airworthiness Directive to mandate the manufacturer's SB.


Accident investigation:
	
 	 
Investigating agency: 	NTSB
Report number: 	FTW97IA222
Status:	Investigation completed
Duration:	4 years 1 month
Download report:	 Final report"
21 Dec 1997,ATR 72-202,G-BWTL,"British Airways Express, opb CityFlyer Express",0,near Goodwood,non,https://aviation-safety.net/wikibase/544175,ATR 72 (all series),_AT72,c. 19:06 LT,441,P&W Canada PW124B,Fatalities: 0 / Occupants: 54,0,,Approach,Passenger - Scheduled,London-Gatwick Airport (LGW/EGKK),"Jersey Airport, Channel Islands (JER/EGJJ)","The crew reported for duty at 1005 hours. Their first scheduled sector was an 1120 hrs departure
for Cork, returning to Gatwick at 1515 hrs. This was to be followed by a 1545 hrs departure for
Jersey, returning to Gatwick at 1815 hrs. For operational reasons the first sector was changed to an
1140 hrs departure for Amsterdam, returning to Gatwick at 1450 hrs. The late arrival of some of the
passengers delayed departure until 1320 hrs; the aircraft arrived back at Gatwick at 1640 hrs.
The aircraft eventually took off at 1740 hrs for Jersey; the first officer was the handling pilot. The
flight progressed normally and the aircraft was transferred to Jersey Zone control at 1801 hrs. At
that time the RVR on Runway 09 was greater than 1,500 metres. The aircraft was transferred to
Jersey Approach control at 1808 hrs and was given radar vectors for the ILS approach to
Runway 09.

By 1811 hrs the RVR had reduced to 750 metres at touchdown, 600 metres at midpoint and 650
metres at the stop end; the required minima was 800 metres. The commander decided to hold at the
'JW'. Before the aircraft reached the beacon, there was a temporary improvement to 800 metres but
no sooner had the commander decided to make an approach than it deteriorated to 550 metres. The
aircraft continued towards the 'JW' and descended to 3,000 feet.

At 1818 hrs the RVR increased to 900 metres and once again the commander decided to attempt an
approach. The crew reported that they could see most of the island except for the area around the
airport. At 1820 hrs, the RVR reduced to 350 metres. The approach was discontinued from the
downwind position and the aircraft entered the hold at SHARK at 2,000 feet.

The RVR remained constant at 400 metres for some time and, at 1831 hrs, the commander told
ATC that he could hold for a further 15 minutes before having to return to Gatwick. He then
requested the RVR on Runway 27; this was 1,500 metres at touchdown, 450 metres at midpoint and
400 metres at the stop end. He decided to make an approach to Runway 27, however, the RVR
reduced to 600 metres, the minima for Runway 27. It deteriorated further to 350 metres but then
improved to 1,500 metres. The commander decided to continue the approach but by the time the
aircraft had reached the base leg, the RVR had reduced to 400 metres. The approach was
discontinued and the aircraft headed towards the 'JSY' VOR to take up the hold. The commander
made the decision to divert to Gatwick at 1847 hrs; he reported that the fuel remaining at that time
was 1,160 lb.

The commander called London Area Control at 1900 hrs and was told there were delays of 30 to
35 minutes at Gatwick; he was given a direct routing to Goodwood and told to expect a WILLO 3C
arrival. The commander acknowledged this and requested ""---- A PRIORITY LANDING AS WE'VE
BEEN HOLDING DOWN AT JERSEY----"". The controller asked how much holding fuel he had and was
told about 15 minutes.

At 1903 hrs, the controller advised the commander that he would be asked on the next frequency if
he was declaring an emergency. He explained that it was the only way ATC would be able to give
him a priority approach. The commander then told ATC that he would be able to hold for about 5
minutes. He confirmed that he would be declaring an emergency and the controller suggested that
he ""MIGHT AS WELL DECLARE YOUR EMERGENCY NOW"". The commander confirmed this at 1905
hrs and was subsequently told that he would be given radar vectors for a WILLO 3C arrival
followed by a straight in approach.

The first officer expressed his reservations about the commander's decision to declare an
emergency in order to continue the diversion to Gatwick; he considered that Southampton was the
preferred option as the weather was better and it was not fuel critical. He continued to express his
reservations even after the commander had made his decision.

At 1920 hrs, the commander called Gatwick Director and reported that they were descending to
FL70 on course to Goodwood.

Over the next two minutes the following transmissions were exchanged between the commander and ATC:

Aircraft ""----HOW ARE YOUR QUEUES NOW WE BY DECLARING AN EMERGENCY WE WERE TOLD WE WOULDN'T BE DELAYED WE COULD HOLD FOR TEN MINUTES OR SO AND CANCEL THE EMERGENCY IF THE DELAYS WERE ONLY TEN MINUTES OR SO"".

Controller ""--- THEY'RE STILL IN EXCESS OF TWENTY MINUTES"".

Aircraft ""---OH STILL IN EXCESS OF TWENTY MINUTES"".

Controller â€œ---YOU WISH TO CONFIRM THAT YOUR EMERGENCY STILL EXISTS"".

Aircraft ""----IT LOOKS AS IF WE REALLY OUGHT TO GO TO SOUTHAMPTON AND NOT DECLARE THE EMERGENCY ORIGINALLY WE WERE TOLD HALF AN HOUR WHICH WAS IMPOSSIBLE FOR US AND WE DON'T REALLY WANT TO DECLARE AN EMERGENCY ALTHOUGH IT'S A BIT LATE FOR THAT NOW"".

Shortly after this the commander spoke to the Company Operations. The first officer monitored this
conversation which initially went normally but then he became aware that the commander was not
responding. He reported that when he looked across at the commander, he was slumped in his seat,
his head was down and his eyes appeared to be ""unfocused"". There were beads of sweat starting to
appear on his forehead. The first officer talked to him and shook his arm, however, he got no
response.

Just before 1926 hrs the first officer made the following transmission:

""---WE DO DEFINITELY WANT TO CONTINUE TO GATWICK NOW MY SKIPPER IS NOT THAT WELL CURRENTLY I'LL KEEP YOU INFORMED I THINK HE'S STILL WITH ME""

At about 1927 hrs, the commander appeared to suddenly recover from his incapacitation. Initially,
he was very animated and after a short period of confusion he continued in the role of non-handling
pilot. The crew executed a standard Category 2 approach; the commander took control at decision
height and carried out a normal landing. The aircraft was on the ground at 1938 hrs.

A Local Standby had been initiated by ATC. The AFS attended the aircraft and followed it to the
stand. The commander had apparently fully recovered and declined to be examined by the
paramedics who attended; both crew members were interviewed by Airport Police before they left
the stand area.


Accident investigation:
	
 	 
Investigating agency: 	AAIB
Report number: 	
Status:	Investigation completed
Duration:	6 months
Download report:	 Final report"
22 Feb 1998,ATR 72-202,D-ANFA,Eurowings,0,Frankfurt International Airport (FRA),sub,https://aviation-safety.net/wikibase/324019,ATR 72 (all series),_AT72,19:28,224,Pratt & Whitney Canada PW124B,Fatalities: 0 / Occupants:,0,Accident,Taxi,Passenger - Scheduled,Berlin-Tempelhof Airport (THF/EDDI),Frankfurt International Airport (FRA/EDDF),"The ATR-72 was caught by the jet blast of a Tupolev 154. The ATR turned 90 degrees to the right and the nose was raised 1 to 1,5 m. The nose gear sustained substantial damage

PROBABLE CAUSE: ""Der Flugunfall geschah, weil das Flugzeug ATR 72 in den Abgasstrahl der TU 154 geriet. Dazu beigetragen hat, dass der verantwortliche FlugzeugfÃ¼hrer der ATR 72 mit dem Rollen begann, obwohl die Rollbahn Alfa noch nicht frei war. Er verlieÃŸ die Roll-Leitlinie nach links und rollte hinter der TU 154 vorbei. Er informierte APRON Ã¼ber diese AbÃ¤nderung. Diese wurde aber nicht von APRON unterbunden, weil von der Verkehrslage nichts dagegen sprach;
dass die zulÃ¤ssig angewandte Phraseologie - hold short of RWY 25R - unterschiedlich interpretierbar war. Die Anwendung dieser Phrase ermÃ¶glichte unbestimmt
weit vor der 'taxi-holding position' anzuhalten.""


Accident investigation:
	
 	 
Investigating agency: 	BFU
Report number: 	1X001-0/98
Status:	Investigation completed
Duration:	1 year and 6 months
Download report:	 Final report"
14 May 1998,ATR 72-202,G-UKTL,KLM UK,0,Norwich International Airport (NWI/EGSH),min,https://aviation-safety.net/wikibase/488259,ATR 72 (all series),_AT72,15:00,523,P&W Canada PW124B,Fatalities: 0 / Occupants: 4,0,,Standing,Passenger - Scheduled,,,"A KLM UK ATR 72-202, G-UKTL, was damaged due to jet blast from a taxiing Air Europa Boeing 737-300, EC-FKJ, at Norwich International Airport (NWI).

Both aircraft were parked adjacent to the terminal building at Norwich. The B737, parked on Stand 2, was cleared by ATC to taxi for departure. The commander of the B737 stated that he was given the 'all clear' from the ground engineer and increased thrust from idle to 30% to 35% N1. This thrust setting was insufficient to move the aircraft so power was increased to 35% to 40% N1. After approximately 50 metres of travel the ground engineer signalled the commander to stop. A strip of tarmac, peeled from the apron surface, had become attached to the aircraft's nosewheel tyre. This
was removed, the remaining landing gear was examined and the aircraft continued to taxi.
The commander of the ATR 72, parked on Stand 3, stated that, as the B737 taxiied from the apron a wooden board was dislodged from a nearby baggage truck by the jet blast and struck and damaged the fin of his aircraft. The commander of the B737 was not aware of this incident as he continued to taxi.


Accident investigation:
	
 	 
Investigating agency: 	AAIB
Report number: 	
Status:	Investigation completed
Duration:	
Download report:	 Final report"
1 Dec 1998,ATR 72-212,N414WF,American Eagle Airlines,0,"Fort Lauderdale, FL",non,https://aviation-safety.net/wikibase/353524,ATR 72 (all series),_AT72,12:30 LT,414,P&W PW 127,Fatalities: 0 / Occupants: 52,0,Accident,En route,Unknown,"Nassua, OF (KNAS)",(KFLL),"The flight was at 4,000 feet when Air Traffic Control gave the crew a traffic report. The crew could not locate the traffic, because at the time they were flying in instrument meteorological conditions. About 3 minutes later the crew received a TCAS (traffic collision avoidance system) alert to climb. The flight climbed from 4,000 feet and leveled off at 5,300 feet. During the climb both flight attendants fell. One flight attendant broke her leg, the other was not injured. The flight attendants were standing completing their pre-landing duties when the event occurred. The pilot radioed ATC that he needed to have an ambulance meet the flight when it landed. The flight landed without further incident, and the flight attendant was taken to a local hospital.

Probable Cause: an abrupt maneuver in response to a traffic avoidance system alert, resulting in a flight attendant falling and breaking a leg.


Accident investigation:
	
 	 
Investigating agency: 	NTSB
Report number: 	MIA99LA039
Status:	Investigation completed
Duration:	1 year and 2 months
Download report:	 Final report"
10 Feb 1999,ATR 72-202,G-BWTM,CityFlyer Express,0,London-Gatwick Airport (LGW/EGKK),min,https://aviation-safety.net/wikibase/188443,ATR 72 (all series),_AT72,16:20,470,P&W Canada PW124B,Fatalities: 0 / Occupants: 21,0,,Take off,Passenger - Scheduled,London Gatwick Airport (LGW/EGKK),Rotterdam (RTM/EHRD),"Sustained Damage to nose landing gear 10-2-1999 on take off from London Gatwick Airport on a flight to Rotterdam. No injuries reported to the 21 persons on board (4 crew and 17 passengers). According to the following excerpt from the official AAIB report into the accident:

""Following a normal pre-flight check and taxi to the runway for a flight to Rotterdam, the crew had noted that momentarily before rotating during take off a 'shimmy sound' was heard. In the absence of any other indications of a problem, the flight continued to Rotterdam. However after an uneventful landing, it was discovered that the right nose wheel and the outboard section of the right nose wheel axle were missing. The subject wheel, containing the missing section of axle, was subsequently found at Gatwick Airport"".


Accident investigation:
	
 	 
Investigating agency: 	AAIB
Report number: 	
Status:	Investigation completed
Duration:	
Download report:	 Final report"
26 Jul 1999,ATR 72-500 (72-212A),ZK-MCC,Mount Cook Airline,0,"near Queenstown, Otago",non,https://aviation-safety.net/wikibase/191119,ATR 72 (all series),_AT72,,714,P&W Canada PW127,Fatalities: 0 / Occupants:,0,,Unknown,Unknown,,,"On Monday 26 July 1999 at about 1250 hours, an Air New Zealand Boeing 737 was flying a circling instrument approach in the Queenstown Control Zone when a Mount Cook ATR 72 entered the zone without a clearance, infringing the separation requirements for the 2 aircraft.

The ATR 72 had descended early and was joining Queenstown under visual flight rules via Kawarau Gorge at low-level in poor weather. Before entering the gorge, the ATR 72 had been advised by air traffic control of a possible requirement to hold at a reporting point on the edge of the control zone. Committed to continue flying through the gorge in deteriorating weather, the ATR 72 was unable to hold at the reporting point when later instructed to. The crew of the ATR 72 had continued through the gorge in the belief that they did not need to obtain an entry clearance into the control zone.

Having entered the control zone the ATR 72 compromised the circling approach of the Boeing 737 that was operating in accordance with normal instrument flight rules procedures. The controller was initially unsure of the location and intended flight path of the Boeing 737, and when both aircraft were established in the zone he was left with little option than to position the ATR 72 in front of the Boeing 737. The captain of the Boeing 737 was then committed to continuing towards the aerodrome in reducing visibility because the ATR 72 had obstructed its primary escape route to the south of the aerodrome.

Safety issues identified were:
* the ATR 72 entering a control zone without an entry clearance
* safety procedures for flying through Kawarau Gorge
* a general poor industry understanding of the requirements for flight under special visual flight rules
* position reporting by aircraft after becoming visual on the instrument approach
* flight under visual flight rules by medium and large air transport aircraft
* poor industry understanding of the management of general aviation areas within the Queenstown Control Zone.



Accident investigation:
	
 	 
Investigating agency: 	TAIC
Report number: 	
Status:	Investigation completed
Duration:	
Download report:	 Final report"
10 Mar 2000,ATR 72-212,N636AS,Atlantic Southeast Airlines - ASA,0,"Athens, GA",non,https://aviation-safety.net/wikibase/387574,ATR 72 (all series),_AT72,14:10 LT,375,P&W Canada PW127,Fatalities: 0 / Occupants: 27,0,Accident,En route,Unknown,"Atlanta-William B. Hartsfield International Airport, GA (ATL/KATL)","Greenville, SC (KGSP)","According to the pilot, the flight was at cruise at 15,000 feet agl, with the seat belt sign illuminated, and no weather echo returns indicated on the weather radar, when he passed through the edge of a cloud. The aircraft received a hard jolt followed by moderate turbulence that caused an unseated cabin crewmember to lose her footing and fall against a seat armrest. She sustained a fracture of the great right toe and the left ankle.

Probable Cause: The flight attendant's failure to seat and belt herself during an inflight encounter with turbulence in clouds resulting in her losing foothold and falling against a passenger seat, sustaining a fractured ankle.


Accident investigation:
	
 	 
Investigating agency: 	NTSB
Report number: 	MIA00LA108
Status:	Investigation completed
Duration:	11 months
Download report:	 Final report"
10 Oct 2000,ATR 72-212,G-BYTP,BA CityFlyer,0,Bournemouth Airport,sub,https://aviation-safety.net/wikibase/426296,ATR 72 (all series),_AT72,19:24,473,,Fatalities: 0 / Occupants: 44,0,Accident,Landing,Passenger - Scheduled,London-Gatwick Airport (LGW),Jersey (JER),"On arrival in the Jersey area the aircraft encountered severe turbulence. After several approach attempts, a diversion was carried out. During an ILS apprpach the auto pilot was disconnected at 230 ft agl after which the speed increased leading to a too fast final approach. The aircraft landed on the nose landing gear which collapsed on the fifth bounce. A passenger evacuation was sucessfully carried out.


Accident investigation:
	
 	 
Investigating agency: 	AAIB
Report number: 	
Status:	Investigation completed
Duration:	
Download report:	 Final report"
20 Nov 2000,ATR 72-212,N630AS,Atlantic Southeast Airlines - ASA,0,"ASHEVELLE, NC",non,https://aviation-safety.net/wikibase/385270,ATR 72 (all series),_AT72,17:00 LT,336,P&W PW 127,Fatalities: 0 / Occupants: 40,0,Accident,Unknown,Passenger - Scheduled,"Atlanta-William B. Hartsfield International Airport, GA (ATL/KATL)",(KAVL),"At 10,000 feet msl, while maneuvering for landing, the flight encountered an area of moderate turbulence. The seat belt sign was 'ON' and the flight attendants were performing pre-landing duties. One of the flight attendants broke a bone during the turbulence event. The captain was not informed about the injured flight attendant until he walked to the back of the aircraft after arriving at the gate. According to the injured flight attendant (F/A-A), she was briefed '...only [that it]...would be a little rough getting out of Atlanta, but once we got up everything would be ok...no warning from the cockpit at all of rough air/turbulence' Both flight attendants were knocked to the floor to a sitting position, and both said the turbulence didn't stop. The injured flight attendant said, 'I...was knocked to the floor over and over...up into the service door and the passenger door; my head hit the steps and ended up on the floor flat down...I stayed on the floor...no bells were given when the aircraft was descending...the only 4 bells I heard was at landing time. Also no announcements from [the] cockpit was made when descending through 10,000 feet to the passengers because we were in 0.75 moderate turbulence at the time.' SIGMET [significant metrological] November 2, and AIRMET (Airmen Meteorological Information Network) Tango update 3, calling for a large area of moderate turbulence below 12,000 feet, were current and applicable to the flight's descent into Ashville. The company verified that both the SIGMET and AIRMET were part of the captain's weather briefing, and he had them both in his possession before departure.

Probable Cause: the flight encountered forecasted turbulence, which resulted in serious injury to a flight attendant. Factors in this accident were; the captain's inadequate briefing to the cabin crew; and the insufficient information about the known turbulence that would be encountered during descent.


Accident investigation:
	
 	 
Investigating agency: 	NTSB
Report number: 	MIA01LA030
Status:	Investigation completed
Duration:	7 months
Download report:	 Final report"
